Année;Cote_A;Cote_null;Cote_B;Nb_BM;Equipe_A;Equipe_B;Score_A;Score_B
2017-2018;2.61;3.23;2.87;10;Strasbourg;Guingamp;0;2
2017-2018;2.91;2.94;2.76;10;Amiens;Nantes;0;1
2017-2018;2.02;3.29;4.03;10;Angers;Dijon;2;1
2017-2018;2.17;3.06;3.89;10;Bordeaux;Montpellier;0;2
2017-2018;1.92;3.45;4.26;10;Guingamp;St Etienne;2;1
2017-2018;2.79;3.15;2.70;10;Lille;Nice;1;1
2017-2018;1.29;5.65;10.81;10;Marseille;Troyes;3;1
2017-2018;2.77;3.29;2.62;10;Metz;Strasbourg;3;0
2017-2018;1.41;4.70;8.07;10;Monaco;Rennes;2;1
2017-2018;1.07;12.42;31.31;10;Paris SG;Caen;3;1
2017-2018;4.19;3.68;1.86;10;Toulouse;Lyon;1;2
2017-2018;2.24;3.51;3.21;10;Lyon;Marseille;2;0
2017-2018;2.13;3.35;3.62;10;Nice;Bordeaux;1;0
2017-2018;1.93;3.17;4.73;10;Nantes;Angers;1;0
2017-2018;2.38;3.11;3.29;10;Caen;Guingamp;0;0
2017-2018;2.30;3.21;3.35;10;Dijon;Lille;3;0
2017-2018;1.47;4.15;7.98;10;Montpellier;Metz;1;3
2017-2018;2.22;3.23;3.50;10;Strasbourg;Toulouse;2;1
2017-2018;2.53;3.14;3.01;10;Troyes;Amiens;1;0
2017-2018;13.63;6.72;1.21;10;Rennes;Paris SG;1;4
2017-2018;4.64;3.74;1.78;10;St Etienne;Monaco;0;4
2017-2018;1.41;4.74;7.88;10;Marseille;St Etienne;3;0
2017-2018;2.15;3.20;3.73;10;Nantes;Nice;1;2
2017-2018;5.09;3.91;1.69;10;Amiens;Lyon;1;2
2017-2018;2.68;2.97;3.00;10;Angers;Montpellier;1;1
2017-2018;2.21;3.29;3.46;10;Guingamp;Dijon;4;0
2017-2018;3.77;3.20;2.14;10;Metz;Rennes;1;1
2017-2018;1.30;5.43;10.83;10;Monaco;Troyes;3;2
2017-2018;2.28;3.09;3.52;10;Toulouse;Caen;2;0
2017-2018;1.12;9.79;21.66;10;Paris SG;Lille;3;1
2017-2018;1.66;3.79;5.56;10;Bordeaux;Strasbourg;0;3
2017-2018;3.39;3.30;2.26;10;Montpellier;Marseille;1;1
2017-2018;4.37;3.74;1.82;10;Caen;Lyon;1;2
2017-2018;2.21;3.04;3.78;10;St Etienne;Nantes;1;1
2017-2018;1.99;3.29;4.21;10;Lille;Toulouse;1;0
2017-2018;1.47;4.67;6.72;10;Monaco;Angers;1;0
2017-2018;1.48;4.35;7.03;10;Nice;Metz;3;1
2017-2018;2.04;3.08;4.36;10;Rennes;Amiens;2;0
2017-2018;2.47;3.16;3.08;10;Troyes;Guingamp;0;1
2017-2018;17.75;8.59;1.15;10;Strasbourg;Paris SG;2;1
2017-2018;3.18;3.22;2.37;10;Dijon;Bordeaux;3;2
2017-2018;1.04;16.87;43.40;10;Paris SG;Troyes;2;0
2017-2018;2.13;3.17;3.82;10;Angers;Rennes;1;2
2017-2018;2.83;3.03;2.76;10;Guingamp;Montpellier;0;0
2017-2018;1.33;5.45;9.43;10;Lyon;Lille;1;2
2017-2018;6.10;4.34;1.53;10;Metz;Marseille;0;3
2017-2018;3.63;3.37;2.10;10;Nantes;Monaco;1;0
2017-2018;2.71;3.10;2.83;10;Toulouse;Nice;1;2
2017-2018;1.79;3.47;5.05;10;Bordeaux;St Etienne;3;0
2017-2018;2.37;3.13;3.27;10;Amiens;Dijon;2;1
2017-2018;2.03;3.43;3.80;10;Strasbourg;Caen;0;0
2017-2018;7.05;5.25;1.41;10;Monaco;Paris SG;1;2
2017-2018;1.43;4.72;7.47;10;Marseille;Guingamp;1;0
2017-2018;3.07;3.52;2.29;10;Nice;Lyon;0;5
2017-2018;3.35;3.21;2.30;10;Caen;Bordeaux;1;0
2017-2018;2.24;3.18;3.52;10;Dijon;Toulouse;3;1
2017-2018;2.81;3.02;2.80;10;Metz;Amiens;0;2
2017-2018;1.98;3.18;4.47;10;Montpellier;Lille;3;0
2017-2018;3.31;3.25;2.29;10;Troyes;Angers;3;0
2017-2018;2.67;2.88;3.10;10;Rennes;Nantes;2;1
2017-2018;1.93;3.46;4.17;10;St Etienne;Strasbourg;2;2
2017-2018;2.87;3.11;2.66;10;Amiens;Lille;3;0
2017-2018;2.27;3.41;3.23;10;Bordeaux;Marseille;1;1
2017-2018;1.53;4.18;6.51;10;Lyon;Montpellier;0;0
2017-2018;2.61;3.13;2.91;10;Caen;Nice;1;1
2017-2018;1.83;3.52;4.62;10;Dijon;Troyes;3;1
2017-2018;2.27;3.30;3.29;10;Guingamp;Angers;1;1
2017-2018;2.18;3.20;3.69;10;Strasbourg;Rennes;2;1
2017-2018;1.81;3.45;4.94;10;Toulouse;Metz;0;0
2017-2018;1.12;9.78;21.06;10;Paris SG;Nantes;4;1
2017-2018;5.80;3.98;1.61;10;Amiens;Monaco;1;1
2017-2018;2.20;3.20;3.59;10;Lille;St Etienne;3;1
2017-2018;3.55;3.44;2.12;10;St Etienne;Lyon;0;5
2017-2018;1.55;4.04;6.52;10;Marseille;Caen;5;0
2017-2018;3.08;3.24;2.43;10;Metz;Lille;0;3
2017-2018;1.93;3.48;4.17;10;Nice;Dijon;1;0
2017-2018;1.43;4.76;7.33;10;Monaco;Guingamp;6;0
2017-2018;1.70;3.44;6.01;10;Montpellier;Amiens;1;1
2017-2018;1.99;3.10;4.57;10;Nantes;Toulouse;2;1
2017-2018;2.80;3.29;2.60;10;Troyes;Strasbourg;3;0
2017-2018;10.64;6.15;1.27;10;Angers;Paris SG;0;5
2017-2018;3.27;3.18;2.35;10;Rennes;Bordeaux;1;0
2017-2018;3.26;3.46;2.22;10;Lille;Marseille;0;1
2017-2018;2.36;3.10;3.33;10;Toulouse;St Etienne;0;0
2017-2018;1.18;8.01;14.74;10;Lyon;Metz;2;0
2017-2018;1.71;3.59;5.55;10;Caen;Troyes;1;0
2017-2018;2.68;3.11;2.83;10;Dijon;Nantes;1;0
2017-2018;1.87;3.31;4.77;10;Guingamp;Amiens;1;1
2017-2018;2.01;3.15;4.34;10;Montpellier;Rennes;0;1
2017-2018;2.90;3.24;2.56;10;Strasbourg;Angers;2;2
2017-2018;2.56;3.42;2.76;10;Bordeaux;Monaco;0;2
2017-2018;1.15;8.70;16.91;10;Paris SG;Nice;3;0
2017-2018;8.21;5.59;1.35;10;Marseille;Paris SG;2;2
2017-2018;6.11;4.23;1.55;10;Troyes;Lyon;0;5
2017-2018;1.72;3.73;5.12;10;Nice;Strasbourg;1;2
2017-2018;5.84;3.76;1.65;10;Amiens;Bordeaux;1;0
2017-2018;2.01;3.29;4.07;10;Angers;Toulouse;0;1
2017-2018;2.67;3.24;2.75;10;Metz;Dijon;1;2
2017-2018;2.21;3.14;3.63;10;Nantes;Guingamp;2;1
2017-2018;2.18;3.21;3.63;10;Rennes;Lille;1;0
2017-2018;1.38;4.91;8.23;10;Monaco;Caen;2;0
2017-2018;2.15;3.13;3.84;10;St Etienne;Montpellier;0;1
2017-2018;4.10;3.57;1.92;10;Strasbourg;Marseille;3;3
2017-2018;2.68;3.15;2.83;10;Montpellier;Nice;2;0
2017-2018;1.67;3.68;5.76;10;Bordeaux;Nantes;1;1
2017-2018;2.44;3.10;3.20;10;Caen;Angers;0;2
2017-2018;2.11;3.36;3.62;10;Guingamp;Rennes;2;0
2017-2018;1.66;3.75;5.54;10;Lille;Troyes;2;2
2017-2018;1.60;3.86;6.15;10;St Etienne;Metz;3;1
2017-2018;1.84;3.28;5.07;10;Toulouse;Amiens;1;0
2017-2018;19.45;8.49;1.14;10;Dijon;Paris SG;1;2
2017-2018;2.00;3.99;3.46;10;Lyon;Monaco;3;2
2017-2018;2.43;3.42;2.94;10;Nice;Marseille;2;4
2017-2018;3.31;3.40;2.21;10;Angers;Lyon;3;3
2017-2018;3.74;3.22;2.13;10;Troyes;St Etienne;2;1
2017-2018;2.16;3.36;3.51;10;Dijon;Strasbourg;1;1
2017-2018;1.87;3.41;4.53;10;Guingamp;Toulouse;1;1
2017-2018;1.61;3.75;6.29;10;Nantes;Metz;1;0
2017-2018;1.88;3.37;4.60;10;Rennes;Caen;0;1
2017-2018;1.15;8.46;17.21;10;Paris SG;Bordeaux;6;2
2017-2018;1.34;5.17;9.52;10;Monaco;Montpellier;1;1
2017-2018;1.55;4.08;6.41;10;Marseille;Toulouse;2;0
2017-2018;2.58;3.04;3.04;10;Strasbourg;Nantes;1;2
2017-2018;2.27;3.17;3.44;10;St Etienne;Rennes;2;2
2017-2018;1.67;3.79;5.36;10;Bordeaux;Guingamp;3;1
2017-2018;1.94;3.24;4.47;10;Caen;Amiens;1;0
2017-2018;1.34;5.39;8.74;10;Lyon;Dijon;3;3
2017-2018;2.13;3.27;3.69;10;Metz;Troyes;0;1
2017-2018;13.39;6.17;1.23;10;Montpellier;Paris SG;0;0
2017-2018;4.87;3.93;1.71;10;Lille;Monaco;0;4
2017-2018;1.78;3.49;4.98;10;Nice;Angers;2;2
2017-2018;1.16;8.51;14.83;10;Paris SG;Lyon;2;0
2017-2018;1.56;3.98;6.58;10;Angers;Metz;0;1
2017-2018;2.36;3.35;3.08;10;Rennes;Nice;0;1
2017-2018;3.47;3.41;2.13;10;Amiens;Marseille;0;2
2017-2018;2.74;3.14;2.77;10;Dijon;St Etienne;0;1
2017-2018;2.07;3.34;3.82;10;Guingamp;Lille;1;0
2017-2018;1.97;3.23;4.39;10;Nantes;Caen;1;0
2017-2018;2.93;3.15;2.60;10;Troyes;Montpellier;0;1
2017-2018;1.26;6.24;11.54;10;Monaco;Strasbourg;3;0
2017-2018;3.04;3.18;2.48;10;Toulouse;Bordeaux;0;1
2017-2018;1.57;4.20;5.81;10;Marseille;Rennes;1;3
2017-2018;1.41;4.86;7.74;10;Lyon;Guingamp;2;1
2017-2018;2.11;3.16;3.87;10;St Etienne;Angers;1;1
2017-2018;1.89;3.42;4.45;10;Caen;Dijon;2;1
2017-2018;2.22;3.10;3.69;10;Montpellier;Nantes;0;1
2017-2018;2.03;3.33;3.96;10;Strasbourg;Amiens;0;1
2017-2018;2.88;3.21;2.59;10;Troyes;Toulouse;0;0
2017-2018;4.54;3.86;1.77;10;Nice;Monaco;4;0
2017-2018;26.50;10.53;1.11;10;Metz;Paris SG;1;5
2017-2018;2.77;3.25;2.67;10;Lille;Bordeaux;0;0
2017-2018;1.60;4.12;5.63;10;Monaco;Marseille;6;1
2017-2018;2.15;3.22;3.71;10;Angers;Lille;1;1
2017-2018;1.78;3.59;4.88;10;Guingamp;Strasbourg;2;0
2017-2018;1.81;3.53;4.76;10;Caen;Metz;1;0
2017-2018;2.58;3.19;2.90;10;Dijon;Montpellier;2;1
2017-2018;2.27;3.17;3.45;10;Toulouse;Rennes;3;2
2017-2018;3.16;3.19;2.41;10;Amiens;Nice;3;0
2017-2018;1.42;4.63;8.13;10;Bordeaux;Troyes;2;1
2017-2018;3.62;3.49;2.07;10;Nantes;Lyon;0;0
2017-2018;1.09;11.40;29.09;10;Paris SG;St Etienne;3;0
2017-2018;1.08;11.15;30.34;10;Paris SG;Toulouse;6;2
2017-2018;1.67;3.75;5.58;10;Marseille;Angers;1;1
2017-2018;1.74;3.70;5.08;10;Lille;Caen;0;2
2017-2018;1.96;3.38;4.14;10;Montpellier;Strasbourg;1;1
2017-2018;1.88;3.47;4.42;10;Nice;Guingamp;2;0
2017-2018;1.73;3.73;4.99;10;Rennes;Dijon;2;2
2017-2018;1.61;3.74;6.42;10;St Etienne;Amiens;3;0
2017-2018;2.56;3.15;2.97;10;Troyes;Nantes;0;1
2017-2018;1.67;3.97;5.17;10;Lyon;Bordeaux;3;3
2017-2018;8.80;5.32;1.35;10;Metz;Monaco;0;1
2017-2018;12.65;6.13;1.24;10;Guingamp;Paris SG;0;3
2017-2018;6.43;4.33;1.52;10;Dijon;Monaco;1;4
2017-2018;3.59;3.45;2.10;10;Strasbourg;Lille;3;0
2017-2018;3.04;3.06;2.56;10;Amiens;Angers;0;2
2017-2018;1.41;4.62;8.15;10;Bordeaux;Metz;2;0
2017-2018;2.99;3.08;2.58;10;Caen;St Etienne;0;1
2017-2018;2.31;3.13;3.42;10;Toulouse;Montpellier;1;0
2017-2018;3.07;3.21;2.44;10;Nantes;Marseille;0;1
2017-2018;3.64;3.51;2.05;10;Rennes;Lyon;1;2
2017-2018;1.51;4.16;6.90;10;Nice;Troyes;1;2
2017-2018;1.30;5.53;10.49;10;Marseille;Dijon;3;0
2017-2018;2.46;3.07;3.19;10;Angers;Bordeaux;2;2
2017-2018;2.11;3.21;3.83;10;Lille;Nantes;3;0
2017-2018;1.35;5.24;8.87;10;Lyon;Strasbourg;4;0
2017-2018;2.97;3.23;2.50;10;Metz;Guingamp;1;3
2017-2018;1.82;3.54;4.65;10;Montpellier;Caen;1;0
2017-2018;2.39;3.13;3.25;10;St Etienne;Nice;1;0
2017-2018;2.88;3.13;2.63;10;Troyes;Rennes;1;1
2017-2018;1.09;10.98;29.50;10;Paris SG;Amiens;2;0
2017-2018;1.31;5.50;10.46;10;Monaco;Toulouse;3;2
2016-2017;1.64;3.92;5.31;10;Lorient;Troyes;0;0
2016-2017;2.58;3.20;2.84;10;Troyes;Lorient;2;1
2016-2017;1.87;3.79;4.07;10;Angers;Montpellier;2;0
2016-2017;1.43;4.77;7.15;10;Guingamp;Metz;1;0
2016-2017;2.56;3.43;2.73;10;Lille;Nantes;3;0
2016-2017;2.26;3.57;3.08;10;Lorient;Bordeaux;1;1
2016-2017;1.33;5.88;7.78;10;Lyon;Nice;3;3
2016-2017;1.33;5.57;8.92;10;Marseille;Bastia;1;0
2016-2017;1.81;3.81;4.30;10;Nancy;St Etienne;3;1
2016-2017;1.17;8.63;15.88;10;Paris SG;Caen;1;1
2016-2017;3.38;3.91;2.01;10;Rennes;Monaco;2;3
2016-2017;2.38;3.15;3.21;10;Toulouse;Dijon;0;0
2016-2017;1.16;8.35;16.67;10;Monaco;St Etienne;2;0
2016-2017;3.69;3.51;2.04;10;Bastia;Lorient;2;0
2016-2017;2.37;3.44;3.00;10;Bordeaux;Marseille;1;1
2016-2017;1.72;3.70;5.11;10;Caen;Rennes;0;1
2016-2017;2.03;3.36;3.92;10;Dijon;Nancy;2;0
2016-2017;2.66;3.28;2.74;10;Metz;Toulouse;1;1
2016-2017;1.15;8.75;17.83;10;Monaco;Lille;4;0
2016-2017;3.60;3.64;2.04;10;Montpellier;Lyon;1;3
2016-2017;2.02;3.43;3.83;10;Nantes;Guingamp;4;1
2016-2017;1.69;3.96;4.97;10;Nice;Angers;0;2
2016-2017;7.49;4.84;1.42;10;St Etienne;Paris SG;0;5
2016-2017;1.98;3.60;3.80;10;Marseille;Nice;2;1
2016-2017;1.55;4.44;5.77;10;Lyon;Nantes;3;2
2016-2017;2.27;3.25;3.38;10;Rennes;Montpellier;1;0
2016-2017;2.18;3.40;3.40;10;Guingamp;Dijon;4;0
2016-2017;1.61;4.10;5.60;10;Lille;Metz;0;2
2016-2017;2.15;3.48;3.39;10;Lorient;Angers;1;1
2016-2017;6.88;4.41;1.49;10;Nancy;Monaco;0;3
2016-2017;2.11;3.38;3.63;10;Toulouse;Caen;0;1
2016-2017;1.09;11.87;29.79;10;Paris SG;Bastia;5;0
2016-2017;2.61;3.15;2.89;10;St Etienne;Bordeaux;2;2
2016-2017;6.96;4.64;1.46;10;Nice;Paris SG;3;1
2016-2017;3.23;3.51;2.22;10;Dijon;Bordeaux;0;0
2016-2017;3.85;3.62;1.97;10;Caen;Marseille;1;5
2016-2017;3.66;3.29;2.16;10;Bastia;Rennes;1;0
2016-2017;2.36;3.18;3.25;10;Guingamp;St Etienne;0;2
2016-2017;2.55;3.25;2.88;10;Metz;Nancy;2;1
2016-2017;2.06;3.39;3.76;10;Montpellier;Lille;0;3
2016-2017;1.94;3.53;4.04;10;Nantes;Lorient;1;0
2016-2017;1.19;7.49;15.18;10;Monaco;Toulouse;3;1
2016-2017;3.74;3.61;1.99;10;Angers;Lyon;1;2
2016-2017;3.40;3.80;2.06;10;Lyon;Monaco;1;2
2016-2017;2.03;3.21;4.15;10;St Etienne;Rennes;1;1
2016-2017;2.99;3.17;2.52;10;Toulouse;Nice;1;1
2016-2017;1.37;4.80;9.11;10;Bordeaux;Bastia;2;0
2016-2017;2.54;3.15;3.00;10;Caen;Nantes;0;2
2016-2017;2.29;3.25;3.33;10;Dijon;Angers;3;2
2016-2017;2.05;3.33;3.88;10;Lille;Guingamp;3;0
2016-2017;1.70;3.99;4.83;10;Lorient;Metz;5;1
2016-2017;1.15;8.99;17.27;10;Paris SG;Montpellier;2;0
2016-2017;3.75;3.49;2.04;10;Nancy;Marseille;0;0
2016-2017;16.98;8.29;1.16;10;Metz;Paris SG;2;3
2016-2017;1.69;3.79;5.24;10;Marseille;St Etienne;4;0
2016-2017;2.54;3.18;2.96;10;Nantes;Bordeaux;0;1
2016-2017;1.21;6.93;13.22;10;Monaco;Dijon;2;1
2016-2017;2.10;3.27;3.77;10;Guingamp;Toulouse;2;1
2016-2017;2.33;3.25;3.25;10;Metz;Caen;2;2
2016-2017;1.78;3.95;4.35;10;Montpellier;Lorient;2;0
2016-2017;2.35;3.06;3.43;10;Rennes;Lille;2;0
2016-2017;1.66;3.61;6.05;10;Nice;Nancy;3;1
2016-2017;10.16;5.43;1.31;10;Angers;Paris SG;0;2
2016-2017;1.15;8.56;19.00;10;Paris SG;Guingamp;4;0
2016-2017;2.11;3.15;3.93;10;St Etienne;Nantes;1;1
2016-2017;2.91;3.27;2.52;10;Toulouse;Marseille;0;0
2016-2017;1.43;4.64;7.62;10;Bordeaux;Metz;3;0
2016-2017;2.51;3.23;2.96;10;Caen;Montpellier;0;2
2016-2017;1.77;3.53;5.02;10;Dijon;Bastia;1;2
2016-2017;1.29;6.03;9.41;10;Lyon;Lorient;1;4
2016-2017;2.45;3.03;3.26;10;Nancy;Rennes;3;0
2016-2017;5.29;3.92;1.66;10;Angers;Monaco;0;1
2016-2017;2.69;3.10;2.85;10;Lille;Nice;1;2
2016-2017;7.51;4.95;1.42;10;Metz;Lyon;0;3
2016-2017;2.26;3.21;3.41;9;Nice;Bordeaux;2;1
2016-2017;2.14;3.39;3.49;9;Lorient;Caen;1;0
2016-2017;2.16;3.33;3.50;9;Montpellier;Toulouse;0;1
2016-2017;2.21;3.18;3.57;9;Nantes;Angers;2;1
2016-2017;4.21;3.67;1.86;9;Rennes;Lyon;1;1
2016-2017;3.20;3.05;2.46;9;Bastia;Lille;0;1
2016-2017;1.38;4.99;8.16;9;Marseille;Dijon;1;1
2016-2017;1.76;3.63;5.04;9;Guingamp;Nancy;1;0
2016-2017;1.44;4.75;7.07;9;Paris SG;Lyon;2;1
2016-2017;2.83;3.17;2.65;9;Dijon;St Etienne;0;1
2016-2017;5.07;3.92;1.68;9;Caen;Monaco;0;3
2016-2017;2.22;3.16;3.55;9;Angers;Guingamp;3;0
2016-2017;1.85;3.61;4.36;9;Bordeaux;Montpellier;5;1
2016-2017;2.14;3.32;3.59;9;Nancy;Lorient;2;3
2016-2017;2.19;3.13;3.68;9;Toulouse;Rennes;0;0
2016-2017;2.47;3.11;3.11;9;Nantes;Nice;1;1
2016-2017;2.92;3.24;2.53;9;Lille;Marseille;0;0
2016-2017;1.87;3.51;4.45;9;Metz;Bastia;1;0
2016-2017;11.23;6.05;1.27;9;Lorient;Paris SG;1;2
2016-2017;1.42;4.83;7.36;9;Lyon;Toulouse;4;0
2016-2017;1.60;3.82;6.34;9;St Etienne;Metz;2;2
2016-2017;1.63;3.75;6.08;9;Guingamp;Bastia;5;0
2016-2017;2.01;3.30;4.09;9;Montpellier;Nantes;2;3
2016-2017;2.77;2.97;2.87;9;Nancy;Lille;1;2
2016-2017;1.74;3.61;5.12;9;Rennes;Dijon;1;1
2016-2017;1.45;4.55;7.21;9;Monaco;Bordeaux;2;1
2016-2017;1.71;3.66;5.28;9;Marseille;Angers;3;0
2016-2017;1.68;3.67;5.67;9;Nice;Caen;2;2
2016-2017;1.34;5.10;9.51;9;Monaco;Nantes;4;0
2016-2017;2.10;3.12;4.05;9;Toulouse;Lille;1;1
2016-2017;3.13;3.41;2.31;9;Lorient;Marseille;1;4
2016-2017;3.09;3.02;2.55;9;Bastia;St Etienne;0;0
2016-2017;2.39;3.08;3.29;9;Caen;Angers;2;3
2016-2017;3.64;3.33;2.12;9;Dijon;Nice;0;1
2016-2017;2.94;3.09;2.61;9;Metz;Rennes;1;1
2016-2017;1.93;3.45;4.18;9;Montpellier;Guingamp;1;1
2016-2017;1.13;9.01;22.39;9;Paris SG;Nancy;1;0
2016-2017;3.33;3.51;2.17;9;Bordeaux;Lyon;1;1
2016-2017;3.07;2.99;2.59;9;Bastia;Nantes;2;2
2016-2017;5.43;4.02;1.63;9;Marseille;Paris SG;1;5
2016-2017;1.22;6.75;12.35;9;Lyon;Metz;5;0
2016-2017;1.87;3.33;4.72;9;St Etienne;Caen;0;1
2016-2017;1.85;3.31;4.91;9;Angers;Bastia;3;0
2016-2017;2.51;3.06;3.14;9;Lille;Bordeaux;2;3
2016-2017;2.73;2.97;2.91;9;Nancy;Toulouse;0;0
2016-2017;2.04;3.32;3.88;9;Rennes;Lorient;1;0
2016-2017;4.32;3.67;1.84;9;Guingamp;Monaco;1;2
2016-2017;1.99;3.38;4.04;9;Nice;Montpellier;2;1
2016-2017;1.74;3.64;5.14;9;Nantes;Dijon;3;1
2016-2017;2.19;3.15;3.66;9;Caen;Nancy;1;0
2016-2017;1.18;7.18;15.86;9;Paris SG;Toulouse;0;0
2016-2017;1.34;5.31;8.89;9;Lyon;Dijon;4;2
2016-2017;2.23;3.24;3.46;9;Montpellier;St Etienne;2;1
2016-2017;1.94;3.38;4.27;9;Bordeaux;Guingamp;3;0
2016-2017;2.08;3.08;4.15;9;Angers;Nancy;1;0
2016-2017;2.52;3.09;3.06;9;Caen;Lille;0;1
2016-2017;2.82;3.31;2.57;9;Lorient;Nice;0;1
2016-2017;3.11;3.08;2.50;9;Metz;Nantes;1;1
2016-2017;1.75;3.59;5.08;9;Marseille;Rennes;2;0
2016-2017;7.18;4.50;1.46;9;Bastia;Monaco;1;1
2016-2017;3.06;3.19;2.46;9;Nantes;Marseille;3;2
2016-2017;1.75;3.59;5.10;9;St Etienne;Lorient;4;0
2016-2017;2.82;3.03;2.76;9;Rennes;Nice;2;2
2016-2017;2.21;3.27;3.48;9;Dijon;Caen;2;0
2016-2017;2.11;3.08;4.07;9;Lille;Angers;1;2
2016-2017;1.28;5.87;10.58;9;Monaco;Metz;5;0
2016-2017;2.53;3.16;2.98;9;Nancy;Montpellier;0;3
2016-2017;1.73;3.47;5.65;9;Toulouse;Bastia;4;1
2016-2017;3.52;3.45;2.12;9;Guingamp;Lyon;2;1
2016-2017;5.61;4.00;1.62;9;Bordeaux;Paris SG;0;3
2016-2017;1.65;3.84;5.54;9;Marseille;Guingamp;2;0
2016-2017;2.39;2.98;3.41;9;Angers;Rennes;0;0
2016-2017;2.23;3.30;3.38;9;Lorient;Toulouse;1;1
2016-2017;1.38;4.88;8.50;9;Lyon;Nancy;4;0
2016-2017;2.02;3.24;4.12;9;Nice;St Etienne;1;0
2016-2017;2.46;3.27;2.98;9;Metz;Dijon;2;1
2016-2017;1.23;6.19;13.86;9;Paris SG;Lille;2;1
2016-2017;2.61;3.20;2.84;9;Caen;Bordeaux;0;4
2016-2017;4.12;3.73;1.87;9;Montpellier;Monaco;1;2
2016-2017;3.61;3.41;2.10;9;St Etienne;Lyon;2;0
2016-2017;2.03;3.11;4.31;9;Nantes;Nancy;0;2
2016-2017;2.19;3.06;3.79;9;Toulouse;Angers;4;0
2016-2017;1.87;3.33;4.75;9;Bordeaux;Rennes;1;1
2016-2017;9.52;5.11;1.34;9;Dijon;Paris SG;1;3
2016-2017;2.01;3.37;3.95;9;Guingamp;Caen;0;1
2016-2017;1.82;3.53;4.69;9;Lille;Lorient;0;1
2016-2017;1.87;3.52;4.43;9;Montpellier;Bastia;2;1
2016-2017;1.58;4.12;5.84;9;Monaco;Nice;3;0
2016-2017;4.03;3.52;1.95;9;Metz;Marseille;1;0
2016-2017;1.53;4.47;5.91;9;Paris SG;Monaco;1;1
2016-2017;2.27;3.03;3.61;9;Toulouse;St Etienne;0;3
2016-2017;1.98;3.38;4.08;9;Nice;Guingamp;3;1
2016-2017;1.98;3.19;4.37;9;Angers;Metz;2;1
2016-2017;2.32;3.07;3.44;9;Bastia;Caen;1;1
2016-2017;1.94;3.60;3.92;9;Lorient;Dijon;2;3
2016-2017;2.62;3.00;2.99;9;Nancy;Bordeaux;0;2
2016-2017;2.30;2.98;3.59;9;Rennes;Nantes;1;1
2016-2017;1.45;4.43;7.51;9;Lyon;Lille;1;2
2016-2017;1.68;3.81;5.36;9;Marseille;Montpellier;5;1
2016-2017;1.72;3.78;5.07;9;Lyon;Marseille;3;1
2016-2017;1.86;3.28;4.88;9;St Etienne;Angers;2;1
2016-2017;1.30;5.67;10.10;9;Monaco;Lorient;4;0
2016-2017;2.05;3.24;4.00;9;Bordeaux;Toulouse;1;0
2016-2017;3.09;3.09;2.51;9;Dijon;Lille;0;0
2016-2017;2.11;3.21;3.84;9;Guingamp;Rennes;1;1
2016-2017;2.90;3.24;2.54;9;Metz;Montpellier;2;0
2016-2017;8.90;4.57;1.40;9;Nantes;Paris SG;0;2
2016-2017;3.16;3.06;2.48;9;Bastia;Nice;1;1
2016-2017;2.20;3.20;3.56;9;Nantes;Caen;1;0
2016-2017;2.79;3.34;2.60;9;Marseille;Monaco;1;4
2016-2017;4.68;3.93;1.73;9;Caen;Lyon;3;2
2016-2017;1.49;4.15;7.36;9;Nice;Metz;0;0
2016-2017;2.89;3.05;2.70;9;Angers;Bordeaux;1;1
2016-2017;2.41;3.28;3.08;9;Lorient;Guingamp;3;1
2016-2017;1.77;3.64;4.82;9;Montpellier;Dijon;1;1
2016-2017;1.99;3.15;4.41;9;Nancy;Bastia;1;0
2016-2017;2.13;3.07;3.98;9;Toulouse;Nantes;0;1
2016-2017;8.25;4.62;1.42;9;Rennes;Paris SG;0;1
2016-2017;2.07;3.12;4.13;9;Lille;St Etienne;1;1
2016-2017;3.71;3.18;2.16;9;Bastia;Marseille;1;2
2016-2017;2.39;3.16;3.23;9;Dijon;Toulouse;2;0
2016-2017;3.10;3.22;2.41;9;Metz;Guingamp;2;2
2016-2017;1.31;5.51;9.89;9;Monaco;Caen;2;1
2016-2017;2.47;3.13;3.09;9;Nantes;Montpellier;1;0
2016-2017;1.20;6.95;15.12;9;Paris SG;Lorient;5;0
2016-2017;2.51;3.31;2.88;9;Bordeaux;Nice;0;0
2016-2017;2.14;3.19;3.76;9;Lille;Rennes;1;1
2016-2017;1.40;4.71;8.11;9;Lyon;Angers;2;0
2016-2017;2.35;2.99;3.49;9;St Etienne;Nancy;0;0
2016-2017;1.80;3.85;4.32;9;Monaco;Lyon;1;3
2016-2017;1.96;3.31;4.26;9;Marseille;Lille;2;0
2016-2017;1.58;4.07;6.00;9;Nice;Dijon;2;1
2016-2017;1.96;3.40;4.17;9;Caen;Metz;3;0
2016-2017;2.53;3.19;2.95;9;Lorient;St Etienne;2;1
2016-2017;2.33;3.22;3.26;9;Montpellier;Bordeaux;4;0
2016-2017;1.70;3.54;5.67;9;Rennes;Bastia;1;2
2016-2017;2.00;3.13;4.41;9;Toulouse;Nancy;1;1
2016-2017;6.68;4.06;1.54;9;Guingamp;Paris SG;2;1
2016-2017;2.38;2.97;3.45;9;Angers;Nantes;0;2
2016-2017;1.36;5.14;8.76;9;Paris SG;Nice;2;2
2016-2017;2.07;3.15;4.07;9;St Etienne;Guingamp;1;0
